Name,Total Time,Artist,Album,Track Number,Track Count,Year,Genre,Location
Makin' Music for Money,04:01.763,Jimmy Buffett,A-1-A,1,,,Rock/Pop,file:///Volumes/Passport3T/iTunes%20Folder/Music/Jimmy%20Buffett/A-1-A/01%20Makin'%20Music%20for%20Money.mp3
Door Number Three,03:07.768,Jimmy Buffett,A-1-A,2,,,Rock/Pop,file:///Volumes/Passport3T/iTunes%20Folder/Music/Jimmy%20Buffett/A-1-A/02%20Door%20Number%20Three.mp3
Dallas,03:26.027,Jimmy Buffett,A-1-A,3,,,Rock/Pop,file:///Volumes/Passport3T/iTunes%20Folder/Music/Jimmy%20Buffett/A-1-A/03%20Dallas.mp3
Presents to Send You,02:43.343,Jimmy Buffett,A-1-A,4,,,Rock/Pop,file:///Volumes/Passport3T/iTunes%20Folder/Music/Jimmy%20Buffett/A-1-A/04%20Presents%20to%20Send%20You.mp3
Stories We Could Tell,03:21.874,Jimmy Buffett,A-1-A,5,,,Rock/Pop,file:///Volumes/Passport3T/iTunes%20Folder/Music/Jimmy%20Buffett/A-1-A/05%20Stories%20We%20Could%20Tell.mp3
Life Is Just a Tire Swing,03:05.391,Jimmy Buffett,A-1-A,6,,,Rock/Pop,file:///Volumes/Passport3T/iTunes%20Folder/Music/Jimmy%20Buffett/A-1-A/06%20Life%20Is%20Just%20a%20Tire%20Swing.mp3
Migration,04:15.503,Jimmy Buffett,A-1-A,8,,,Rock/Pop,file:///Volumes/Passport3T/iTunes%20Folder/Music/Jimmy%20Buffett/A-1-A/08%20Migration.mp3
Trying to Reason With Hurricane Season,04:23.549,Jimmy Buffett,A-1-A,9,,,Rock/Pop,file:///Volumes/Passport3T/iTunes%20Folder/Music/Jimmy%20Buffett/A-1-A/09%20Trying%20to%20Reason%20With%20Hurricane%20Season.mp3
Nautical Wheelers,03:37.808,Jimmy Buffett,A-1-A,10,,,Rock/Pop,file:///Volumes/Passport3T/iTunes%20Folder/Music/Jimmy%20Buffett/A-1-A/10%20Nautical%20Wheelers.mp3
Tin Cup Chalice,03:39.428,Jimmy Buffett,A-1-A,11,,,Rock/Pop,file:///Volumes/Passport3T/iTunes%20Folder/Music/Jimmy%20Buffett/A-1-A/11%20Tin%20Cup%20Chalice.mp3
Come Together,04:20.642,The Beatles,Abbey Road,1,17,1969,Pop,file:///Volumes/Passport3T/iTunes%20Folder/Music/The%20Beatles/Abbey%20Road/01%20Come%20Together.m4a
Something,03:03.018,The Beatles,Abbey Road,2,17,1969,Pop,file:///Volumes/Passport3T/iTunes%20Folder/Music/The%20Beatles/Abbey%20Road/02%20Something.m4a
Maxwell's Silver Hammer,03:27.283,The Beatles,Abbey Road,3,17,1969,Pop,file:///Volumes/Passport3T/iTunes%20Folder/Music/The%20Beatles/Abbey%20Road/03%20Maxwell's%20Silver%20Hammer.m4a
Oh! Darling,03:26.725,The Beatles,Abbey Road,4,17,1969,Pop,file:///Volumes/Passport3T/iTunes%20Folder/Music/The%20Beatles/Abbey%20Road/04%20Oh!%20Darling.m4a
Octopus's Garden,02:51.176,The Beatles,Abbey Road,5,17,1969,Pop,file:///Volumes/Passport3T/iTunes%20Folder/Music/The%20Beatles/Abbey%20Road/05%20Octopus's%20Garden.m4a
I Want You (She's So Heavy),07:47.184,The Beatles,Abbey Road,6,17,1969,Pop,file:///Volumes/Passport3T/iTunes%20Folder/Music/The%20Beatles/Abbey%20Road/06%20I%20Want%20You%20(She's%20So%20Heavy).m4a
Here Comes The Sun,03:05.572,The Beatles,Abbey Road,7,17,1969,Pop,file:///Volumes/Passport3T/iTunes%20Folder/Music/The%20Beatles/Abbey%20Road/07%20Here%20Comes%20The%20Sun.m4a
Because,02:45.533,The Beatles,Abbey Road,8,17,1969,Pop,file:///Volumes/Passport3T/iTunes%20Folder/Music/The%20Beatles/Abbey%20Road/08%20Because.m4a
You Never Give Me Your Money,04:02.414,The Beatles,Abbey Road,9,17,1969,Pop,file:///Volumes/Passport3T/iTunes%20Folder/Music/The%20Beatles/Abbey%20Road/09%20You%20Never%20Give%20Me%20Your%20Money.m4a
Sun King,02:26.307,The Beatles,Abbey Road,10,17,1969,Pop,file:///Volumes/Passport3T/iTunes%20Folder/Music/The%20Beatles/Abbey%20Road/10%20Sun%20King.m4a
Mean Mr. Mustard,01:06.314,The Beatles,Abbey Road,11,17,1969,Pop,file:///Volumes/Passport3T/iTunes%20Folder/Music/The%20Beatles/Abbey%20Road/11%20Mean%20Mr.%20Mustard.m4a
Polythene Pam,01:12.746,The Beatles,Abbey Road,12,17,1969,Pop,file:///Volumes/Passport3T/iTunes%20Folder/Music/The%20Beatles/Abbey%20Road/12%20Polythene%20Pam.m4a
She Came In Through The Bathroom Window,01:57.746,The Beatles,Abbey Road,13,17,1969,Pop,file:///Volumes/Passport3T/iTunes%20Folder/Music/The%20Beatles/Abbey%20Road/13%20She%20Came%20In%20Through%20The%20Bathroom%20Window.m4a
Golden Slumbers,01:31.578,The Beatles,Abbey Road,14,17,1969,Pop,file:///Volumes/Passport3T/iTunes%20Folder/Music/The%20Beatles/Abbey%20Road/14%20Golden%20Slumbers.m4a
Carry That Weight,01:36.872,The Beatles,Abbey Road,15,17,1969,Pop,file:///Volumes/Passport3T/iTunes%20Folder/Music/The%20Beatles/Abbey%20Road/15%20Carry%20That%20Weight.m4a
The End,02:19.829,The Beatles,Abbey Road,16,17,1969,Pop,file:///Volumes/Passport3T/iTunes%20Folder/Music/The%20Beatles/Abbey%20Road/16%20The%20End.m4a
Her Majesty,23.288,The Beatles,Abbey Road,17,17,1969,Pop,file:///Volumes/Passport3T/iTunes%20Folder/Music/The%20Beatles/Abbey%20Road/17%20Her%20Majesty.m4a
Ah Via Musicom,02:04.503,Eric Johnson,Ah Via Musicom,1,11,1990,Rock,file:///Volumes/Passport3T/iTunes%20Folder/Music/Eric%20Johnson/Ah%20Via%20Musicom/01%20Ah%20Via%20Musicom.m4a
Cliffs of Dover,04:09.984,Eric Johnson,Ah Via Musicom,2,11,1990,Rock,file:///Volumes/Passport3T/iTunes%20Folder/Music/Eric%20Johnson/Ah%20Via%20Musicom/02%20Cliffs%20of%20Dover.m4a
Desert Rose,04:57.562,Eric Johnson,Ah Via Musicom,3,11,1990,Rock,file:///Volumes/Passport3T/iTunes%20Folder/Music/Eric%20Johnson/Ah%20Via%20Musicom/03%20Desert%20Rose.m4a
High Landrons,05:45.975,Eric Johnson,Ah Via Musicom,4,11,1990,Rock,file:///Volumes/Passport3T/iTunes%20Folder/Music/Eric%20Johnson/Ah%20Via%20Musicom/04%20High%20Landrons.m4a
Steve's Boogie,01:53.079,Eric Johnson,Ah Via Musicom,5,11,1990,Rock,file:///Volumes/Passport3T/iTunes%20Folder/Music/Eric%20Johnson/Ah%20Via%20Musicom/05%20Steve's%20Boogie.m4a
Trademark,04:44.675,Eric Johnson,Ah Via Musicom,6,11,1990,Rock,file:///Volumes/Passport3T/iTunes%20Folder/Music/Eric%20Johnson/Ah%20Via%20Musicom/06%20Trademark.m4a
Nothing Can Keep Me From You,04:23.498,Eric Johnson,Ah Via Musicom,7,11,1990,Rock,file:///Volumes/Passport3T/iTunes%20Folder/Music/Eric%20Johnson/Ah%20Via%20Musicom/07%20Nothing%20Can%20Keep%20Me%20From%20You.m4a
Song For George,01:49.527,Eric Johnson,Ah Via Musicom,8,11,1990,Rock,file:///Volumes/Passport3T/iTunes%20Folder/Music/Eric%20Johnson/Ah%20Via%20Musicom/08%20Song%20For%20George.m4a
Righteous,03:29.163,Eric Johnson,Ah Via Musicom,9,11,1990,Rock,file:///Volumes/Passport3T/iTunes%20Folder/Music/Eric%20Johnson/Ah%20Via%20Musicom/09%20Righteous.m4a
Forty Mile Town,04:13.212,Eric Johnson,Ah Via Musicom,10,11,1990,Rock,file:///Volumes/Passport3T/iTunes%20Folder/Music/Eric%20Johnson/Ah%20Via%20Musicom/10%20Forty%20Mile%20Town.m4a
East Wes,03:27.143,Eric Johnson,Ah Via Musicom,11,11,1990,Rock,file:///Volumes/Passport3T/iTunes%20Folder/Music/Eric%20Johnson/Ah%20Via%20Musicom/11%20East%20Wes.m4a
Black Cow,05:09.973,Steely Dan,Aja,1,7,1977,Rock,file:///Volumes/Passport3T/iTunes%20Folder/Music/Steely%20Dan/Aja/01%20Black%20Cow.m4a
Aja,08:00.386,Steely Dan,Aja,2,7,1977,Rock,file:///Volumes/Passport3T/iTunes%20Folder/Music/Steely%20Dan/Aja/02%20Aja.m4a
Home At Last,05:35.573,Steely Dan,Aja,5,7,1977,Rock,file:///Volumes/Passport3T/iTunes%20Folder/Music/Steely%20Dan/Aja/05%20Home%20At%20Last.m4a
I Got The News,05:07,Steely Dan,Aja,6,7,1977,Rock,file:///Volumes/Passport3T/iTunes%20Folder/Music/Steely%20Dan/Aja/06%20I%20Got%20The%20News.m4a
Josie,04:33.093,Steely Dan,Aja,7,7,1977,Rock,file:///Volumes/Passport3T/iTunes%20Folder/Music/Steely%20Dan/Aja/07%20Josie.m4a
I want to be free,02:16.019,Chicago,Album,2,,,RockNRoll,file:///Volumes/Passport3T/iTunes%20Folder/Music/Chicago/Album/02%20I%20want%20to%20be%20free.mp3
Being without you,04:44.760,Chicago,Album,3,,,RockNRoll,file:///Volumes/Passport3T/iTunes%20Folder/Music/Chicago/Album/03%20Being%20without%20you.mp3
Getting Stronger Every Day,04:16.888,Chicago,Album,4,,,RockNRoll,file:///Volumes/Passport3T/iTunes%20Folder/Music/Chicago/Album/04%20Getting%20Stronger%20Every%20Day.mp3
God gave Rock and Roll,05:20.600,Kiss,Album,4,,,RockNRoll,file:///Volumes/Passport3T/iTunes%20Folder/Music/Kiss/Album/04%20God%20gave%20Rock%20and%20Roll.mp3
Intro,06:35.598,Chicago,Album,5,,,RockNRoll,file:///Volumes/Passport3T/iTunes%20Folder/Music/Chicago/Album/05%20Intro.mp3
Blue Byou,03:55.363,Linda Rondstant,Album,5,,,RockNRoll,file:///Volumes/Passport3T/iTunes%20Folder/Music/Linda%20Rondstant/Album/05%20Blue%20Byou.mp3
Does anyone know what time it is,04:35.043,Chicago,Album,6,,,RockNRoll,file:///Volumes/Passport3T/iTunes%20Folder/Music/Chicago/Album/06%20Does%20anyone%20know%20what%20time%20it%20is.mp3
Flirten With Disaster,05:00.878,Molly Hatchet,Album,6,,,RockNRoll,file:///Volumes/Passport3T/iTunes%20Folder/Music/Molly%20Hatchet/Album/06%20Flirten%20With%20Disaster.mp3
Put me in Coach,01:48.120,John Fogerty,Album,7,,,RockNRoll,file:///Volumes/Passport3T/iTunes%20Folder/Music/John%20Fogerty/Album/07%20Put%20me%20in%20Coach.mp3
Roll with the Changes,05:37.815,REO Speedwagon,Album,8,,,RockNRoll,file:///Volumes/Passport3T/iTunes%20Folder/Music/REO%20Speedwagon/Album/08%20Roll%20with%20the%20Changes.mp3
I am  a Man,04:53.250,Chicago,Album,9,,,RockNRoll,file:///Volumes/Passport3T/iTunes%20Folder/Music/Chicago/Album/09%20I%20am%20%20a%20Man.mp3
Simply Irresistable,04:11.088,Robert Palmer,Album,9,,,RockNRoll,file:///Volumes/Passport3T/iTunes%20Folder/Music/Robert%20Palmer/Album/09%20Simply%20Irresistable.mp3
Pretty Woman,02:58.390,Roy Orbeson,Album,10,,,RockNRoll,file:///Volumes/Passport3T/iTunes%20Folder/Music/Roy%20Orbeson/Album/10%20Pretty%20Woman.mp3
Tom Sawyer,05:24.284,Rush,Album,10,,,RockNRoll,file:///Volumes/Passport3T/iTunes%20Folder/Music/Rush/Album/10%20Tom%20Sawyer.mp3
Endless Summer soundtrack,03:29.084,Sandals,Album,11,,,RockNRoll,file:///Volumes/Passport3T/iTunes%20Folder/Music/Sandals/Album/11%20Endless%20Summer%20soundtrack.mp3
Your turn me on,04:47.164,Simple Minds,Album,12,,,RockNRoll,file:///Volumes/Passport3T/iTunes%20Folder/Music/Simple%20Minds/Album/12%20Your%20turn%20me%20on.mp3
Question ,04:59.180,Chicago,Album,13,,,RockNRoll,file:///Volumes/Passport3T/iTunes%20Folder/Music/Chicago/Album/13%20Question.mp3
When will I see you again,03:01.342,Three Degrees,Album,14,,,RockNRoll,file:///Volumes/Passport3T/iTunes%20Folder/Music/Three%20Degrees/Album/14%20When%20will%20I%20see%20you%20again.mp3
Sherry Baby,02:34.644,Frankie Valli & the 4 Seasons,Album,15,,,,file:///Volumes/Passport3T/iTunes%20Folder/Music/Frankie%20Valli%20&%20the%204%20Seasons/Album/15%20Sherry%20Baby.mp3
Jack & Diane,04:16.287,John Meloncamp,Album,16,,,RockNRoll,file:///Volumes/Passport3T/iTunes%20Folder/Music/John%20Meloncamp/Album/16%20Jack%20&%20Diane.mp3
Let Me Touch You for Awhile (Live),03:45.986,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,1,13,2002,Country,file:///Volumes/Passport3T/iTunes%20Folder/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/1-01%20Let%20Me%20Touch%20You%20for%20Awhile%20(Live).m4a
Choctaw Hayride (Live),03:25.293,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,2,13,2002,Country,file:///Volumes/Passport3T/iTunes%20Folder/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/1-02%20Choctaw%20Hayride%20(Live).m4a
The Lucky One (Live),03:40.960,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,3,13,2002,Country,file:///Volumes/Passport3T/iTunes%20Folder/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/1-03%20The%20Lucky%20One%20(Live).m4a
"Baby, Now That I've Found You (Live)",05:02.960,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,4,13,2002,Country,"file:///Volumes/Passport3T/iTunes%20Folder/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/1-04%20Baby,%20Now%20That%20I've%20Found%20You%20(Live).m4a"
Bright and Sunny South (Live),03:07.746,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,5,13,2002,Country,file:///Volumes/Passport3T/iTunes%20Folder/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/1-05%20Bright%20and%20Sunny%20South%20(Live).m4a
Every Time You Say Goodbye (Live),03:04.893,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,6,13,2002,Country,file:///Volumes/Passport3T/iTunes%20Folder/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/1-06%20Every%20Time%20You%20Say%20Goodbye%20(Live).m4a
Tiny Broken Heart (Live),03:08.400,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,7,13,2002,Country,file:///Volumes/Passport3T/iTunes%20Folder/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/1-07%20Tiny%20Broken%20Heart%20(Live).m4a
Cluck Old Hen (Live),02:47.733,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,8,13,2002,Country,file:///Volumes/Passport3T/iTunes%20Folder/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/1-08%20Cluck%20Old%20Hen%20(Live).m4a
Stay (Live),03:16.506,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,9,13,2002,Country,file:///Volumes/Passport3T/iTunes%20Folder/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/1-09%20Stay%20(Live).m4a
Broadway (Live),03:57.466,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,10,13,2002,Country,file:///Volumes/Passport3T/iTunes%20Folder/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/1-10%20Broadway%20(Live).m4a
Ghost in This House (Live),04:29.840,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,11,13,2002,Country,file:///Volumes/Passport3T/iTunes%20Folder/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/1-11%20Ghost%20in%20This%20House%20(Live).m4a
Forget About It (Live),03:18.253,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,12,13,2002,Country,file:///Volumes/Passport3T/iTunes%20Folder/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/1-12%20Forget%20About%20It%20(Live).m4a
Faraway Land (Live),03:21.240,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,13,13,2002,Country,file:///Volumes/Passport3T/iTunes%20Folder/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/1-13%20Faraway%20Land%20(Live).m4a
A Tribute to Peador O'Donnell / Monkey Let the Hogs Out (Live),04:58.373,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,1,12,2002,Country,file:///Volumes/Passport3T/iTunes%20Folder/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/2-01%20A%20Tribute%20to%20Peador%20O'Donnell%20_%20Monkey%20Let%20the%20Hogs%20Out%20(Live).m4a
The Boy Who Wouldn't Hoe Corn (Live),05:58.706,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,2,12,2002,Country,file:///Volumes/Passport3T/iTunes%20Folder/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/2-02%20The%20Boy%20Who%20Wouldn't%20Hoe%20Corn%20(Live).m4a
Take Me for Longing (Live),02:47.453,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,3,12,2002,Country,file:///Volumes/Passport3T/iTunes%20Folder/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/2-03%20Take%20Me%20for%20Longing%20(Live).m4a
I Am a Man of Constant Sorrow (Live),04:12.040,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,4,12,2002,Country,file:///Volumes/Passport3T/iTunes%20Folder/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/2-04%20I%20Am%20a%20Man%20of%20Constant%20Sorrow%20(Live).m4a
Maybe (Live),04:25.813,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,5,12,2002,Country,file:///Volumes/Passport3T/iTunes%20Folder/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/2-05%20Maybe%20(Live).m4a
We Hide & Seek (Live),05:41.053,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,6,12,2002,Country,file:///Volumes/Passport3T/iTunes%20Folder/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/2-06%20We%20Hide%20&%20Seek%20(Live).m4a
But You Know I Love You (Live),03:39.826,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,7,12,2002,Country,file:///Volumes/Passport3T/iTunes%20Folder/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/2-07%20But%20You%20Know%20I%20Love%20You%20(Live).m4a
When You Say Nothing at All (Live),04:21.840,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,8,12,2002,Country,file:///Volumes/Passport3T/iTunes%20Folder/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/2-08%20When%20You%20Say%20Nothing%20at%20All%20(Live).m4a
New Favorite (Live),04:00.653,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,9,12,2002,Country,file:///Volumes/Passport3T/iTunes%20Folder/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/2-09%20New%20Favorite%20(Live).m4a
"Oh, Atlanta (Live)",06:47.040,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,10,12,2002,Country,"file:///Volumes/Passport3T/iTunes%20Folder/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/2-10%20Oh,%20Atlanta%20(Live).m4a"
Down to the River to Pray (Live),02:09.680,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,11,12,2002,Country,file:///Volumes/Passport3T/iTunes%20Folder/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/2-11%20Down%20to%20the%20River%20to%20Pray%20(Live).m4a
There Is a Reason (Live),05:11.600,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,12,12,2002,Country,file:///Volumes/Passport3T/iTunes%20Folder/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/2-12%20There%20Is%20a%20Reason%20(Live).m4a
I'm an Errand Girl for Rhythm,02:56.169,Diana Krall,All for You,1,,,Vocal,file:///Volumes/Passport3T/iTunes%20Folder/Music/Diana%20Krall/All%20for%20You/01%20I'm%20an%20Errand%20Girl%20for%20Rhythm.mp3
"Gee Baby, Ain't I Good to You",04:07.248,Diana Krall,All for You,2,,,Vocal,"file:///Volumes/Passport3T/iTunes%20Folder/Music/Diana%20Krall/All%20for%20You/02%20Gee%20Baby,%20Ain't%20I%20Good%20to%20You.mp3"
You Call It Madness,04:36.897,Diana Krall,All for You,3,,,Vocal,file:///Volumes/Passport3T/iTunes%20Folder/Music/Diana%20Krall/All%20for%20You/03%20You%20Call%20It%20Madness.mp3
Frim Fram Sauce,05:00.930,Diana Krall,All for You,4,,,Vocal,file:///Volumes/Passport3T/iTunes%20Folder/Music/Diana%20Krall/All%20for%20You/04%20Frim%20Fram%20Sauce.mp3
The Boulevard of Broken Dreams,06:27.134,Diana Krall,All for You,5,,,Vocal,file:///Volumes/Passport3T/iTunes%20Folder/Music/Diana%20Krall/All%20for%20You/05%20The%20Boulevard%20of%20Broken%20Dreams.mp3
"Baby, Baby All the Time",03:35.771,Diana Krall,All for You,6,,,Vocal,"file:///Volumes/Passport3T/iTunes%20Folder/Music/Diana%20Krall/All%20for%20You/06%20Baby,%20Baby%20All%20the%20Time.mp3"
"Hit That Jive, Jack!",04:16.914,Diana Krall,All for You,7,,,Vocal,"file:///Volumes/Passport3T/iTunes%20Folder/Music/Diana%20Krall/All%20for%20You/07%20Hit%20That%20Jive,%20Jack!.mp3"
You're Looking at Me,05:33.113,Diana Krall,All for You,8,,,Vocal,file:///Volumes/Passport3T/iTunes%20Folder/Music/Diana%20Krall/All%20for%20You/08%20You're%20Looking%20at%20Me.mp3
I'm Through With Love,04:26.004,Diana Krall,All for You,9,,,Vocal,file:///Volumes/Passport3T/iTunes%20Folder/Music/Diana%20Krall/All%20for%20You/09%20I'm%20Through%20With%20Love.mp3
'Deed I Do,03:31.905,Diana Krall,All for You,10,,,Vocal,file:///Volumes/Passport3T/iTunes%20Folder/Music/Diana%20Krall/All%20for%20You/10%20'Deed%20I%20Do.mp3
A Blossom Fell,05:12.581,Diana Krall,All for You,11,,,Vocal,file:///Volumes/Passport3T/iTunes%20Folder/Music/Diana%20Krall/All%20for%20You/11%20A%20Blossom%20Fell.mp3
If I Had You,04:57.221,Diana Krall,All for You,12,,,Vocal,file:///Volumes/Passport3T/iTunes%20Folder/Music/Diana%20Krall/All%20for%20You/12%20If%20I%20Had%20You.mp3
I'd Have You Anytime,03:00.586,George Harrison,All Things Must Pass (30th Anniversary Edition) [Remastered],1,14,2001,Rock,file:///Volumes/Passport3T/iTunes%20Folder/Music/George%20Harrison/All%20Things%20Must%20Pass%20(30th%20Anniversary%20Edition)%20%5BRemastered%5D/1-01%20I'd%20Have%20You%20Anytime.m4a
My Sweet Lord,04:43.840,George Harrison,All Things Must Pass (30th Anniversary Edition) [Remastered],2,14,2001,Rock,file:///Volumes/Passport3T/iTunes%20Folder/Music/George%20Harrison/All%20Things%20Must%20Pass%20(30th%20Anniversary%20Edition)%20%5BRemastered%5D/1-02%20My%20Sweet%20Lord.m4a
Wah-Wah,05:39.213,George Harrison,All Things Must Pass (30th Anniversary Edition) [Remastered],3,14,2001,Rock,file:///Volumes/Passport3T/iTunes%20Folder/Music/George%20Harrison/All%20Things%20Must%20Pass%20(30th%20Anniversary%20Edition)%20%5BRemastered%5D/1-03%20Wah-Wah.m4a
Isn't It a Pity,07:13.146,George Harrison,All Things Must Pass (30th Anniversary Edition) [Remastered],4,14,2001,Rock,file:///Volumes/Passport3T/iTunes%20Folder/Music/George%20Harrison/All%20Things%20Must%20Pass%20(30th%20Anniversary%20Edition)%20%5BRemastered%5D/1-04%20Isn't%20It%20a%20Pity.m4a
What Is Life,04:27.346,George Harrison,All Things Must Pass (30th Anniversary Edition) [Remastered],5,14,2001,Rock,file:///Volumes/Passport3T/iTunes%20Folder/Music/George%20Harrison/All%20Things%20Must%20Pass%20(30th%20Anniversary%20Edition)%20%5BRemastered%5D/1-05%20What%20Is%20Life.m4a
If Not for You,03:33.733,George Harrison,All Things Must Pass (30th Anniversary Edition) [Remastered],6,14,2001,Rock,file:///Volumes/Passport3T/iTunes%20Folder/Music/George%20Harrison/All%20Things%20Must%20Pass%20(30th%20Anniversary%20Edition)%20%5BRemastered%5D/1-06%20If%20Not%20for%20You.m4a
Behind That Locked Door,03:10.240,George Harrison,All Things Must Pass (30th Anniversary Edition) [Remastered],7,14,2001,Rock,file:///Volumes/Passport3T/iTunes%20Folder/Music/George%20Harrison/All%20Things%20Must%20Pass%20(30th%20Anniversary%20Edition)%20%5BRemastered%5D/1-07%20Behind%20That%20Locked%20Door.m4a
Let It Down,05:01.386,George Harrison,All Things Must Pass (30th Anniversary Edition) [Remastered],8,14,2001,Rock,file:///Volumes/Passport3T/iTunes%20Folder/Music/George%20Harrison/All%20Things%20Must%20Pass%20(30th%20Anniversary%20Edition)%20%5BRemastered%5D/1-08%20Let%20It%20Down.m4a
Run of the Mill,02:52.026,George Harrison,All Things Must Pass (30th Anniversary Edition) [Remastered],9,14,2001,Rock,file:///Volumes/Passport3T/iTunes%20Folder/Music/George%20Harrison/All%20Things%20Must%20Pass%20(30th%20Anniversary%20Edition)%20%5BRemastered%5D/1-09%20Run%20of%20the%20Mill.m4a
I Live for You,03:37.533,George Harrison,All Things Must Pass (30th Anniversary Edition) [Remastered],10,14,2001,Rock,file:///Volumes/Passport3T/iTunes%20Folder/Music/George%20Harrison/All%20Things%20Must%20Pass%20(30th%20Anniversary%20Edition)%20%5BRemastered%5D/1-10%20I%20Live%20for%20You.m4a
Beware of Darkness,03:22.013,George Harrison,All Things Must Pass (30th Anniversary Edition) [Remastered],11,14,2001,Rock,file:///Volumes/Passport3T/iTunes%20Folder/Music/George%20Harrison/All%20Things%20Must%20Pass%20(30th%20Anniversary%20Edition)%20%5BRemastered%5D/1-11%20Beware%20of%20Darkness.m4a
Let It Down,03:55.866,George Harrison,All Things Must Pass (30th Anniversary Edition) [Remastered],12,14,2001,Rock,file:///Volumes/Passport3T/iTunes%20Folder/Music/George%20Harrison/All%20Things%20Must%20Pass%20(30th%20Anniversary%20Edition)%20%5BRemastered%5D/1-12%20Let%20It%20Down.m4a
What Is Life (Backing Track) [Bonus Track],04:27.280,George Harrison,All Things Must Pass (30th Anniversary Edition) [Remastered],13,14,2001,Rock,file:///Volumes/Passport3T/iTunes%20Folder/Music/George%20Harrison/All%20Things%20Must%20Pass%20(30th%20Anniversary%20Edition)%20%5BRemastered%5D/1-13%20What%20Is%20Life%20(Backing%20Track)%20%5BBonus%20Track%5D.m4a
