Name,Total Time,Artist,Album,Track Number,Track Count,Year,Genre,Location
Plug Me In,03:19.760,George Harrison,All Things Must Pass (30th Anniversary Edition) [Remastered],11,14,2001,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/George%20Harrison/All%20Things%20Must%20Pass%20(30th%20Anniversary%20Edition)%20%5BRemastered%5D/2-11%20Plug%20Me%20In.m4a
I Remember Jeep,08:09.386,George Harrison,All Things Must Pass (30th Anniversary Edition) [Remastered],12,14,2001,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/George%20Harrison/All%20Things%20Must%20Pass%20(30th%20Anniversary%20Edition)%20%5BRemastered%5D/2-12%20I%20Remember%20Jeep.m4a
Thanks for the Pepperoni,05:32.466,George Harrison,All Things Must Pass (30th Anniversary Edition) [Remastered],13,14,2001,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/George%20Harrison/All%20Things%20Must%20Pass%20(30th%20Anniversary%20Edition)%20%5BRemastered%5D/2-13%20Thanks%20for%20the%20Pepperoni.m4a
Out of the Blue,11:16.146,George Harrison,All Things Must Pass (30th Anniversary Edition) [Remastered],14,14,2001,Rock & Roll,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/George%20Harrison/All%20Things%20Must%20Pass%20(30th%20Anniversary%20Edition)%20%5BRemastered%5D/2-14%20Out%20of%20the%20Blue.m4a
Bad to the Bone,04:56.893,George Thorogood & The Destroyers,The Baddest of George Thorogood and the Destroyers,1,12,1992,Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/George%20Thorogood%20&%20The%20Destroyers/The%20Baddest%20of%20George%20Thorogood%20and%20the%20Destroyers/01%20Bad%20to%20the%20Bone.m4a
Move It On Over,04:18.640,George Thorogood & The Destroyers,The Baddest of George Thorogood and the Destroyers,2,12,1992,Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/George%20Thorogood%20&%20The%20Destroyers/The%20Baddest%20of%20George%20Thorogood%20and%20the%20Destroyers/02%20Move%20It%20On%20Over.m4a
I'm a Steady Rollin' Man,03:45.160,George Thorogood & The Destroyers,The Baddest of George Thorogood and the Destroyers,3,12,1992,Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/George%20Thorogood%20&%20The%20Destroyers/The%20Baddest%20of%20George%20Thorogood%20and%20the%20Destroyers/03%20I'm%20a%20Steady%20Rollin'%20Man.m4a
You Talk Too Much,04:35.666,George Thorogood & The Destroyers,The Baddest of George Thorogood and the Destroyers,4,12,1992,Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/George%20Thorogood%20&%20The%20Destroyers/The%20Baddest%20of%20George%20Thorogood%20and%20the%20Destroyers/04%20You%20Talk%20Too%20Much.m4a
Who Do You Love?,04:20.240,George Thorogood & The Destroyers,The Baddest of George Thorogood and the Destroyers,5,12,1992,Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/George%20Thorogood%20&%20The%20Destroyers/The%20Baddest%20of%20George%20Thorogood%20and%20the%20Destroyers/05%20Who%20Do%20You%20Love_.m4a
Gear Jammer,04:35.426,George Thorogood & The Destroyers,The Baddest of George Thorogood and the Destroyers,6,12,1992,Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/George%20Thorogood%20&%20The%20Destroyers/The%20Baddest%20of%20George%20Thorogood%20and%20the%20Destroyers/06%20Gear%20Jammer.m4a
I Drink Alone,04:32.800,George Thorogood & The Destroyers,The Baddest of George Thorogood and the Destroyers,7,12,1992,Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/George%20Thorogood%20&%20The%20Destroyers/The%20Baddest%20of%20George%20Thorogood%20and%20the%20Destroyers/07%20I%20Drink%20Alone.m4a
"One Bourbon, One Scotch, One Beer",08:27.133,George Thorogood & The Destroyers,The Baddest of George Thorogood and the Destroyers,8,12,1992,Rock,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/George%20Thorogood%20&%20The%20Destroyers/The%20Baddest%20of%20George%20Thorogood%20and%20the%20Destroyers/08%20One%20Bourbon,%20One%20Scotch,%20One%20Beer.m4a"
If You Don't Start Drinkin' (I'm Gonna Leave),04:12.506,George Thorogood & The Destroyers,The Baddest of George Thorogood and the Destroyers,9,12,2000,Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/George%20Thorogood%20&%20The%20Destroyers/The%20Baddest%20of%20George%20Thorogood%20and%20the%20Destroyers/09%20If%20You%20Don't%20Start%20Drinkin'%20(I'm%20Gonna%20Leave).m4a
Treat Her Right,03:31.293,George Thorogood & The Destroyers,The Baddest of George Thorogood and the Destroyers,10,12,1992,Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/George%20Thorogood%20&%20The%20Destroyers/The%20Baddest%20of%20George%20Thorogood%20and%20the%20Destroyers/10%20Treat%20Her%20Right.m4a
Long Gone,04:32.773,George Thorogood & The Destroyers,The Baddest of George Thorogood and the Destroyers,11,12,1992,Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/George%20Thorogood%20&%20The%20Destroyers/The%20Baddest%20of%20George%20Thorogood%20and%20the%20Destroyers/11%20Long%20Gone.m4a
Louie to Frisco,04:16,George Thorogood & The Destroyers,The Baddest of George Thorogood and the Destroyers,12,12,1992,Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/George%20Thorogood%20&%20The%20Destroyers/The%20Baddest%20of%20George%20Thorogood%20and%20the%20Destroyers/12%20Louie%20to%20Frisco.m4a
Don't Worry About It,04:31.133,Gerald Albright,Smooth,1,10,1994,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Gerald%20Albright/Smooth/01%20Don't%20Worry%20About%20It.m4a
I Surrender,05:51,Gerald Albright,Smooth,2,10,1994,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Gerald%20Albright/Smooth/02%20I%20Surrender.m4a
Sweet Baby,05:10.600,Gerald Albright,Smooth,3,10,1994,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Gerald%20Albright/Smooth/03%20Sweet%20Baby.m4a
This Is For The Lover In You,04:52.106,Gerald Albright,Smooth,4,10,1994,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Gerald%20Albright/Smooth/04%20This%20Is%20For%20The%20Lover%20In%20You.m4a
G & Lee,06:33.426,Gerald Albright,Smooth,5,10,1994,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Gerald%20Albright/Smooth/05%20G%20&%20Lee.m4a
Just 2 B With You,05:07.866,Gerald Albright,Smooth,6,10,1994,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Gerald%20Albright/Smooth/06%20Just%202%20B%20With%20You.m4a
Anniversary,05:14.066,Gerald Albright,Smooth,7,10,1994,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Gerald%20Albright/Smooth/07%20Anniversary.m4a
Passion,06:16.573,Gerald Albright,Smooth,8,10,1994,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Gerald%20Albright/Smooth/08%20Passion.m4a
Sedona,05:32.960,Gerald Albright,Smooth,9,10,1994,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Gerald%20Albright/Smooth/09%20Sedona.m4a
Say It With Feeling,05:36.200,Gerald Albright,Smooth,10,10,1994,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Gerald%20Albright/Smooth/10%20Say%20It%20With%20Feeling.m4a
Rhapsody in Blue,16:31.095,Gershwin,Gershwin & Grofé,1,7,1986,Classical,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Gershwin%20&%20Grofe%CC%81/01%20Rhapsody%20in%20Blue.m4a
An American in Paris,18:27.288,Gershwin,Gershwin & Grofé,2,7,1986,Classical,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Gershwin%20&%20Grofe%CC%81/02%20An%20American%20in%20Paris.m4a
Grand Canyon Suite: 1. Sunrise,05:13.073,Gershwin,Gershwin & Grofé,3,7,1986,Classical,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Gershwin%20&%20Grofe%CC%81/03%20Grand%20Canyon%20Suite_%201.%20Sunrise.m4a
Grand Canyon Suite: 2. Painted Desert,05:47.949,Gershwin,Gershwin & Grofé,4,7,1986,Classical,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Gershwin%20&%20Grofe%CC%81/04%20Grand%20Canyon%20Suite_%202.%20Painted%20Desert.m4a
Grand Canyon Suite: 3. On the Trail,07:23.940,Gershwin,Gershwin & Grofé,5,7,1986,Classical,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Gershwin%20&%20Grofe%CC%81/05%20Grand%20Canyon%20Suite_%203.%20On%20the%20Trail.m4a
Grand Canyon Suite: 4. Sunset,05:25.913,Gershwin,Gershwin & Grofé,6,7,1986,Classical,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Gershwin%20&%20Grofe%CC%81/06%20Grand%20Canyon%20Suite_%204.%20Sunset.m4a
Grand Canyon Suite: 5. Cloudburst,08:55.845,Gershwin,Gershwin & Grofé,7,7,1986,Classical,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Gershwin%20&%20Grofe%CC%81/07%20Grand%20Canyon%20Suite_%205.%20Cloudburst.m4a
Paper Wings,03:57.706,Gillian Welch,Hope Floats,6,13,1996,Pop/Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Hope%20Floats/06%20Paper%20Wings.m4a
Rambler,05:27,Ginger Baker Trio,Going Back Home,1,,,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Ginger%20Baker%20Trio/Going%20Back%20Home/01%20Rambler.mp3
I Lu Kron,02:39.137,Ginger Baker Trio,Going Back Home,2,,,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Ginger%20Baker%20Trio/Going%20Back%20Home/02%20I%20Lu%20Kron.mp3
"Straight, No Chaser",05:33.688,Ginger Baker Trio,Going Back Home,3,,,Jazz,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Ginger%20Baker%20Trio/Going%20Back%20Home/03%20Straight,%20No%20Chaser.mp3"
Ramblin',04:22.922,Ginger Baker Trio,Going Back Home,4,,,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Ginger%20Baker%20Trio/Going%20Back%20Home/04%20Ramblin'.mp3
Ginger Blues,05:09.890,Ginger Baker Trio,Going Back Home,5,,,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Ginger%20Baker%20Trio/Going%20Back%20Home/05%20Ginger%20Blues.mp3
Ain't emouchant,05:01.244,Ginger Baker Trio,Going Back Home,6,,,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Ginger%20Baker%20Trio/Going%20Back%20Home/06%20Ain't%20emouchant.mp3
When We Go,03:50.922,Ginger Baker Trio,Going Back Home,7,,,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Ginger%20Baker%20Trio/Going%20Back%20Home/07%20When%20We%20Go.mp3
In the Moment,04:31.360,Ginger Baker Trio,Going Back Home,8,,,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Ginger%20Baker%20Trio/Going%20Back%20Home/08%20In%20the%20Moment.mp3
Spiritual,03:50.478,Ginger Baker Trio,Going Back Home,9,,,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Ginger%20Baker%20Trio/Going%20Back%20Home/09%20Spiritual.mp3
East Timor,04:42.096,Ginger Baker Trio,Going Back Home,10,,,Jazz,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Ginger%20Baker%20Trio/Going%20Back%20Home/10%20East%20Timor.mp3
The First Nowell,05:29.320,"Gloriæ Dei Cantores, Elizabeth Patterson, David Chalmers",Keeping Christmas - Beloved Carols And The Christmas Story,1,27,2010,Christmas,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Keeping%20Christmas%20-%20Beloved%20Carols%20And%20The%20Christmas%20Story/01%20The%20First%20Nowell.m4a
O Prince Of Peace! O Sharon's Dewy Rose,02:10.120,"Gloriæ Dei Cantores, Elizabeth Patterson, David Chalmers",Keeping Christmas - Beloved Carols And The Christmas Story,4,27,2010,Christmas,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Keeping%20Christmas%20-%20Beloved%20Carols%20And%20The%20Christmas%20Story/04%20O%20Prince%20Of%20Peace!%20O%20Sharon's%20Dewy%20Rose.m4a
A Tender Shoot,02:02.093,"Gloriæ Dei Cantores, Elizabeth Patterson, David Chalmers",Keeping Christmas - Beloved Carols And The Christmas Story,5,27,2010,Christmas,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Keeping%20Christmas%20-%20Beloved%20Carols%20And%20The%20Christmas%20Story/05%20A%20Tender%20Shoot.m4a
Shall I Tell You Who Will Come To Bethlehem,03:00.306,"Gloriæ Dei Cantores, Elizabeth Patterson, David Chalmers",Keeping Christmas - Beloved Carols And The Christmas Story,7,27,2010,Christmas,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Keeping%20Christmas%20-%20Beloved%20Carols%20And%20The%20Christmas%20Story/07%20Shall%20I%20Tell%20You%20Who%20Will%20Come%20To%20Bethlehem.m4a
A Child's Welcome,02:34.680,"Gloriæ Dei Cantores, Elizabeth Patterson, David Chalmers",Keeping Christmas - Beloved Carols And The Christmas Story,8,27,2010,Christmas,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Keeping%20Christmas%20-%20Beloved%20Carols%20And%20The%20Christmas%20Story/08%20A%20Child's%20Welcome.m4a
Carol Of The Star,02:48.986,"Gloriæ Dei Cantores, Elizabeth Patterson, David Chalmers",Keeping Christmas - Beloved Carols And The Christmas Story,9,27,2010,Christmas,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Keeping%20Christmas%20-%20Beloved%20Carols%20And%20The%20Christmas%20Story/09%20Carol%20Of%20The%20Star.m4a
Willow Carol,02:08.106,"Gloriæ Dei Cantores, Elizabeth Patterson, David Chalmers",Keeping Christmas - Beloved Carols And The Christmas Story,11,27,2010,Christmas,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Keeping%20Christmas%20-%20Beloved%20Carols%20And%20The%20Christmas%20Story/11%20Willow%20Carol.m4a
"O Come, All Ye Faithful",06:00.186,"Gloriæ Dei Cantores, Elizabeth Patterson, David Chalmers",Keeping Christmas - Beloved Carols And The Christmas Story,13,27,2010,Christmas,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Keeping%20Christmas%20-%20Beloved%20Carols%20And%20The%20Christmas%20Story/13%20O%20Come,%20All%20Ye%20Faithful.m4a"
The Holly And The Ivy,02:41.186,"Gloriæ Dei Cantores, Elizabeth Patterson, David Chalmers",Keeping Christmas - Beloved Carols And The Christmas Story,16,27,2010,Christmas,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Keeping%20Christmas%20-%20Beloved%20Carols%20And%20The%20Christmas%20Story/16%20The%20Holly%20And%20The%20Ivy.m4a
Nativity Carol,02:36.080,"Gloriæ Dei Cantores, Elizabeth Patterson, David Chalmers",Keeping Christmas - Beloved Carols And The Christmas Story,18,27,2010,Christmas,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Keeping%20Christmas%20-%20Beloved%20Carols%20And%20The%20Christmas%20Story/18%20Nativity%20Carol.m4a
Angels We Have Heard On High,02:18.133,"Gloriæ Dei Cantores, Elizabeth Patterson, David Chalmers",Keeping Christmas - Beloved Carols And The Christmas Story,19,27,2010,Christmas,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Keeping%20Christmas%20-%20Beloved%20Carols%20And%20The%20Christmas%20Story/19%20Angels%20We%20Have%20Heard%20On%20High.m4a
Missa Ad Praesepe: Kyrie,02:21.666,"Gloriæ Dei Cantores, Elizabeth Patterson, David Chalmers",Keeping Christmas - Beloved Carols And The Christmas Story,21,27,2010,Christmas,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Keeping%20Christmas%20-%20Beloved%20Carols%20And%20The%20Christmas%20Story/21%20Missa%20Ad%20Praesepe_%20Kyrie.m4a
Missa Ad Praesepe: Sanctus & Benedictus,03:54.533,"Gloriæ Dei Cantores, Elizabeth Patterson, David Chalmers",Keeping Christmas - Beloved Carols And The Christmas Story,23,27,2010,Christmas,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Keeping%20Christmas%20-%20Beloved%20Carols%20And%20The%20Christmas%20Story/23%20Missa%20Ad%20Praesepe_%20Sanctus%20&%20Benedictus.m4a
Missa Ad Praesepe: Agnus Dei,02:13.266,"Gloriæ Dei Cantores, Elizabeth Patterson, David Chalmers",Keeping Christmas - Beloved Carols And The Christmas Story,24,27,2010,Christmas,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Keeping%20Christmas%20-%20Beloved%20Carols%20And%20The%20Christmas%20Story/24%20Missa%20Ad%20Praesepe_%20Agnus%20Dei.m4a
"Infant Holy, Infant Lowly",01:47.626,"Gloriæ Dei Cantores, Elizabeth Patterson, David Chalmers",Keeping Christmas - Beloved Carols And The Christmas Story,27,27,2010,Christmas,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Keeping%20Christmas%20-%20Beloved%20Carols%20And%20The%20Christmas%20Story/27%20Infant%20Holy,%20Infant%20Lowly.m4a"
Golden Earring - Radar Love,06:22.119,Golden Earing,,32,,,Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Golden%20Earing/Unknown%20Album/32%20Golden%20Earring%20-%20Radar%20Love.mp3
Persuasion,05:07.760,Govi,Andalusian Nights,1,9,1999,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/Andalusian%20Nights/01%20Persuasion.m4a
Andalusian Nights,05:24.240,Govi,Andalusian Nights,2,9,1999,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/Andalusian%20Nights/02%20Andalusian%20Nights.m4a
Gypsy Magic,05:02.826,Govi,Andalusian Nights,3,9,1999,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/Andalusian%20Nights/03%20Gypsy%20Magic.m4a
Serenade D'Amor,05:43.640,Govi,Andalusian Nights,4,9,1999,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/Andalusian%20Nights/04%20Serenade%20D'Amor.m4a
High Spirits,04:39.400,Govi,Andalusian Nights,5,9,1999,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/Andalusian%20Nights/05%20High%20Spirits.m4a
Rumba Tumba,06:12.960,Govi,Andalusian Nights,6,9,1999,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/Andalusian%20Nights/06%20Rumba%20Tumba.m4a
Carry Me Away,05:57.133,Govi,Andalusian Nights,7,9,1999,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/Andalusian%20Nights/07%20Carry%20Me%20Away.m4a
Glimpses Of Spain,03:31.493,Govi,Andalusian Nights,8,9,1999,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/Andalusian%20Nights/08%20Glimpses%20Of%20Spain.m4a
Simplicity Of The Heart,06:06.280,Govi,Andalusian Nights,9,9,1999,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/Andalusian%20Nights/09%20Simplicity%20Of%20The%20Heart.m4a
Sails Of Joy,05:29.733,Govi,Guitar Odyssey,1,9,1997,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/Guitar%20Odyssey/01%20Sails%20Of%20Joy.m4a
Magellan's Beat,05:42.093,Govi,Guitar Odyssey,2,9,1997,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/Guitar%20Odyssey/02%20Magellan's%20Beat.m4a
Turquoise Galleon,05:56.973,Govi,Guitar Odyssey,3,9,1997,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/Guitar%20Odyssey/03%20Turquoise%20Galleon.m4a
Lover's Moon,03:38.426,Govi,Guitar Odyssey,4,9,1997,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/Guitar%20Odyssey/04%20Lover's%20Moon.m4a
Beach Fire Dancers,04:21.973,Govi,Guitar Odyssey,5,9,1997,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/Guitar%20Odyssey/05%20Beach%20Fire%20Dancers.m4a
Dolphin Escort,04:42.226,Govi,Guitar Odyssey,6,9,1997,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/Guitar%20Odyssey/06%20Dolphin%20Escort.m4a
Treasure Bay,05:11.573,Govi,Guitar Odyssey,7,9,1997,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/Guitar%20Odyssey/07%20Treasure%20Bay.m4a
Your Lingering Touch,04:25.493,Govi,Guitar Odyssey,8,9,1997,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/Guitar%20Odyssey/08%20Your%20Lingering%20Touch.m4a
Rhumba De La Noche,05:22.933,Govi,Guitar Odyssey,9,9,1997,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/Guitar%20Odyssey/09%20Rhumba%20De%20La%20Noche.m4a
Bumblebeat,04:34.133,Govi,Mosaico,1,10,2002,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/Mosaico/01%20Bumblebeat.m4a
Euphrates,05:46.986,Govi,Mosaico,2,10,2002,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/Mosaico/02%20Euphrates.m4a
Spicy Dream,04:39.306,Govi,Mosaico,3,10,2002,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/Mosaico/03%20Spicy%20Dream.m4a
This Precious Moment,05:36.573,Govi,Mosaico,4,10,2002,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/Mosaico/04%20This%20Precious%20Moment.m4a
Mosaico,05:24.693,Govi,Mosaico,5,10,2002,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/Mosaico/05%20Mosaico.m4a
Wave Rider,05:22.160,Govi,Mosaico,6,10,2002,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/Mosaico/06%20Wave%20Rider.m4a
Afrodisiac,05:28.400,Govi,Mosaico,7,10,2002,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/Mosaico/07%20Afrodisiac.m4a
Smooth As Silk,05:36.346,Govi,Mosaico,8,10,2002,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/Mosaico/08%20Smooth%20As%20Silk.m4a
Carousel,04:02.546,Govi,Mosaico,9,10,2002,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/Mosaico/09%20Carousel.m4a
Moon Over Water,03:04.293,Govi,Mosaico,10,10,2002,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/Mosaico/10%20Moon%20Over%20Water.m4a
Rhumba De La Noche,05:23.440,Govi,No Strings Attached,1,10,1999,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/No%20Strings%20Attached/01%20Rhumba%20De%20La%20Noche.m4a
Gypsy Heart,03:47.573,Govi,No Strings Attached,2,10,1999,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/No%20Strings%20Attached/02%20Gypsy%20Heart.m4a
Cuchama,03:47.733,Govi,No Strings Attached,3,10,1999,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/No%20Strings%20Attached/03%20Cuchama.m4a
Persuasion,05:04.066,Govi,No Strings Attached,4,10,1999,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/No%20Strings%20Attached/04%20Persuasion.m4a
Danza Del Mango,04:09.066,Govi,No Strings Attached,5,10,1999,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/No%20Strings%20Attached/05%20Danza%20Del%20Mango.m4a
Treasure Bay,05:07.893,Govi,No Strings Attached,6,10,1999,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/No%20Strings%20Attached/06%20Treasure%20Bay.m4a
Viva La Vida,04:45.453,Govi,No Strings Attached,7,10,1999,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/No%20Strings%20Attached/07%20Viva%20La%20Vida.m4a
Torero,05:06.120,Govi,No Strings Attached,8,10,1999,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/No%20Strings%20Attached/08%20Torero.m4a
Abundance,05:24.960,Govi,No Strings Attached,9,10,1999,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/No%20Strings%20Attached/09%20Abundance.m4a
Sails Of Joy,05:25.306,Govi,No Strings Attached,10,10,1999,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/No%20Strings%20Attached/10%20Sails%20Of%20Joy.m4a
Call Of The East,05:31.333,Govi,Saffron & Silk,1,9,2004,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/Saffron%20&%20Silk/01%20Call%20Of%20The%20East.m4a
Saffron & Silk,05:51.986,Govi,Saffron & Silk,2,9,2004,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/Saffron%20&%20Silk/02%20Saffron%20&%20Silk.m4a
Carioca Cat,06:06.653,Govi,Saffron & Silk,3,9,2004,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/Saffron%20&%20Silk/03%20Carioca%20Cat.m4a
Baile Del Corazon,05:19.360,Govi,Saffron & Silk,4,9,2004,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/Saffron%20&%20Silk/04%20Baile%20Del%20Corazon.m4a
Into The Night,03:55.453,Govi,Saffron & Silk,5,9,2004,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/Saffron%20&%20Silk/05%20Into%20The%20Night.m4a
Neroli,04:54.226,Govi,Saffron & Silk,6,9,2004,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/Saffron%20&%20Silk/06%20Neroli.m4a
Heartstrings,06:14.040,Govi,Saffron & Silk,7,9,2004,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/Saffron%20&%20Silk/07%20Heartstrings.m4a
Road To Istanbul,05:06.146,Govi,Saffron & Silk,8,9,2004,New Age,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Govi/Saffron%20&%20Silk/08%20Road%20To%20Istanbul.m4a
