Name,Total Time,Artist,Album,Track Number,Track Count,Year,Genre,Location
"""Che soave zeffiretto"" - ""Piegato è il foglio...""",02:55.066,Academy Of St. Martin In The Fields [Orchestra] And Barbara Hendricks [Soprano] And Lucia Popp [Soprano] And Sir Neville Marriner [Conductor],The # 1 Soprano Album,7,17,2002,Classical,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/The%20%23%201%20Soprano%20Album/1-07%20_Che%20soave%20zeffiretto_%20-%20_Piegato%20e%CC%80%20il%20foglio..._.m4a
Time Passages,06:40.293,Al Stewart,The Best Of Al Stewart,1,11,1978,Pop/Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Al%20Stewart/The%20Best%20Of%20Al%20Stewart/01%20Time%20Passages.m4a
Running Man,04:16.773,Al Stewart,The Best Of Al Stewart,2,11,1980,Pop/Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Al%20Stewart/The%20Best%20Of%20Al%20Stewart/02%20Running%20Man.m4a
Delia's Gone,02:52.093,Al Stewart,The Best Of Al Stewart,3,11,1976,Pop/Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Al%20Stewart/The%20Best%20Of%20Al%20Stewart/03%20Delia's%20Gone.m4a
Roads To Moscow,07:58.040,Al Stewart,The Best Of Al Stewart,4,11,1974,Pop/Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Al%20Stewart/The%20Best%20Of%20Al%20Stewart/04%20Roads%20To%20Moscow.m4a
Song On The Radio,06:22.400,Al Stewart,The Best Of Al Stewart,5,11,1978,Pop/Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Al%20Stewart/The%20Best%20Of%20Al%20Stewart/05%20Song%20On%20The%20Radio.m4a
Midnight Rocks,03:55.400,Al Stewart,The Best Of Al Stewart,6,11,1980,Pop/Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Al%20Stewart/The%20Best%20Of%20Al%20Stewart/06%20Midnight%20Rocks.m4a
Lord Grenville,05:01,Al Stewart,The Best Of Al Stewart,7,11,1976,Pop/Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Al%20Stewart/The%20Best%20Of%20Al%20Stewart/07%20Lord%20Grenville.m4a
Merlin's Time,02:42.560,Al Stewart,The Best Of Al Stewart,8,11,1980,Pop/Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Al%20Stewart/The%20Best%20Of%20Al%20Stewart/08%20Merlin's%20Time.m4a
Nostradamus Part One: The World Goes To Riyadh; Nostradamus Part Two (Live Versions),13:06.266,Al Stewart,The Best Of Al Stewart,9,11,1981,Pop/Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Al%20Stewart/The%20Best%20Of%20Al%20Stewart/09%20Nostradamus%20Part%20One_%20The%20World%20Goes%20To%20Riyadh%3B%20Nostradamus%20Part%20Two%20(Live%20Versions).m4a
On The Border (Live),04:32.173,Al Stewart,The Best Of Al Stewart,10,11,1981,Pop/Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Al%20Stewart/The%20Best%20Of%20Al%20Stewart/10%20On%20The%20Border%20(Live).m4a
Year Of The Cat,06:43.333,Al Stewart,The Best Of Al Stewart,11,11,1976,Pop/Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Al%20Stewart/The%20Best%20Of%20Al%20Stewart/11%20Year%20Of%20The%20Cat.m4a
Little Bitty,02:39.164,Alan Jackson,"Greatest Hits, Vol. 2",1,,,Country,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alan%20Jackson/Greatest%20Hits,%20Vol.%202/01%20Little%20Bitty.mp3"
Everything I Love,03:07.742,Alan Jackson,"Greatest Hits, Vol. 2",2,,,Country,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alan%20Jackson/Greatest%20Hits,%20Vol.%202/02%20Everything%20I%20Love.mp3"
Who's Cheatin' Who,04:03.017,Alan Jackson,"Greatest Hits, Vol. 2",3,,,Country,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alan%20Jackson/Greatest%20Hits,%20Vol.%202/03%20Who's%20Cheatin'%20Who.mp3"
There Goes,03:56.512,Alan Jackson,"Greatest Hits, Vol. 2",4,,,Country,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alan%20Jackson/Greatest%20Hits,%20Vol.%202/04%20There%20Goes.mp3"
I'll Go on Loving You,03:58.733,Alan Jackson,"Greatest Hits, Vol. 2",5,,,Country,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alan%20Jackson/Greatest%20Hits,%20Vol.%202/05%20I'll%20Go%20on%20Loving%20You.mp3"
Right on the Money,03:50.765,Alan Jackson,"Greatest Hits, Vol. 2",6,,,Country,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alan%20Jackson/Greatest%20Hits,%20Vol.%202/06%20Right%20on%20the%20Money.mp3"
Gone Crazy,03:47.422,Alan Jackson,"Greatest Hits, Vol. 2",7,,,Country,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alan%20Jackson/Greatest%20Hits,%20Vol.%202/07%20Gone%20Crazy.mp3"
Little Man,04:28.982,Alan Jackson,"Greatest Hits, Vol. 2",8,,,Country,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alan%20Jackson/Greatest%20Hits,%20Vol.%202/08%20Little%20Man.mp3"
Pop a Top,03:05.991,Alan Jackson,"Greatest Hits, Vol. 2",9,,,Country,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alan%20Jackson/Greatest%20Hits,%20Vol.%202/09%20Pop%20a%20Top.mp3"
The Blues Man,07:03.941,Alan Jackson,"Greatest Hits, Vol. 2",10,,,Country,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alan%20Jackson/Greatest%20Hits,%20Vol.%202/10%20The%20Blues%20Man.mp3"
It Must Be Love,02:52.591,Alan Jackson,"Greatest Hits, Vol. 2",11,,,Country,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alan%20Jackson/Greatest%20Hits,%20Vol.%202/11%20It%20Must%20Be%20Love.mp3"
www.memory,02:35.350,Alan Jackson,"Greatest Hits, Vol. 2",12,,,Country,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alan%20Jackson/Greatest%20Hits,%20Vol.%202/12%20www.memory.mp3"
When Somebody Loves You,03:28.561,Alan Jackson,"Greatest Hits, Vol. 2",13,,,Country,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alan%20Jackson/Greatest%20Hits,%20Vol.%202/13%20When%20Somebody%20Loves%20You.mp3"
Where I Come From,04:00.587,Alan Jackson,"Greatest Hits, Vol. 2",14,,,Country,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alan%20Jackson/Greatest%20Hits,%20Vol.%202/14%20Where%20I%20Come%20From.mp3"
Where Were You (When the World Stopped Turning),05:05.475,Alan Jackson,"Greatest Hits, Vol. 2",15,,,Country,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alan%20Jackson/Greatest%20Hits,%20Vol.%202/15%20Where%20Were%20You%20(When%20the%20World%20Stopped%20Turning).mp3"
Drive (For Daddy Gene),04:02.938,Alan Jackson,"Greatest Hits, Vol. 2",16,,,Country,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alan%20Jackson/Greatest%20Hits,%20Vol.%202/16%20Drive%20(For%20Daddy%20Gene).mp3"
It's Five O'Clock Somewhere,03:52.071,Alan Jackson,"Greatest Hits, Vol. 2",17,,,Country,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alan%20Jackson/Greatest%20Hits,%20Vol.%202/17%20It's%20Five%20O'Clock%20Somewhere.mp3"
Remember When,04:30.628,Alan Jackson,"Greatest Hits, Vol. 2",18,,,Country,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alan%20Jackson/Greatest%20Hits,%20Vol.%202/18%20Remember%20When.mp3"
Margaritaville,04:15.085,Alan Jackson,Under the Influence,12,,,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alan%20Jackson/Under%20the%20Influence/12%20Margaritaville.mp3
Practical Magic,03:57.373,Alan Silvestri,Practical Magic Soundtrack,12,13,1998,Pop/Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Practical%20Magic%20Soundtrack/12%20Practical%20Magic.m4a
Amas Veritas,02:35.626,Alan Silvestri,Practical Magic Soundtrack,13,13,1998,Pop/Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/Practical%20Magic%20Soundtrack/13%20Amas%20Veritas.m4a
Crazy (James Michael Mix),03:39.666,Alanis Morissette,The Devil Wears Prada (Music from the Motion Picture),5,,2006,Pop/Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Compilations/The%20Devil%20Wears%20Prada%20(Music%20from%20the%20Motion%20Picture)/05%20Crazy%20(James%20Michael%20Mix).m4p
Born Under A Bad Sign,02:47.893,Albert King,Born Under A Bad Sign,1,11,1967,Blues,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Albert%20King/Born%20Under%20A%20Bad%20Sign/01%20Born%20Under%20A%20Bad%20Sign.m4a
Crosscut Saw,02:35.640,Albert King,Born Under A Bad Sign,2,11,1967,Blues,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Albert%20King/Born%20Under%20A%20Bad%20Sign/02%20Crosscut%20Saw.m4a
Kansas City,02:33.200,Albert King,Born Under A Bad Sign,3,11,1967,Blues,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Albert%20King/Born%20Under%20A%20Bad%20Sign/03%20Kansas%20City.m4a
"Oh, Pretty Woman",02:48.866,Albert King,Born Under A Bad Sign,4,11,1967,Blues,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Albert%20King/Born%20Under%20A%20Bad%20Sign/04%20Oh,%20Pretty%20Woman.m4a"
Down Don't Bother Me,02:10.693,Albert King,Born Under A Bad Sign,5,11,1967,Blues,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Albert%20King/Born%20Under%20A%20Bad%20Sign/05%20Down%20Don't%20Bother%20Me.m4a
The Hunter,02:45.706,Albert King,Born Under A Bad Sign,6,11,1967,Blues,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Albert%20King/Born%20Under%20A%20Bad%20Sign/06%20The%20Hunter.m4a
I Almost Lost My Mind,03:30.760,Albert King,Born Under A Bad Sign,7,11,1967,Blues,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Albert%20King/Born%20Under%20A%20Bad%20Sign/07%20I%20Almost%20Lost%20My%20Mind.m4a
Personal Manager,04:31.306,Albert King,Born Under A Bad Sign,8,11,1967,Blues,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Albert%20King/Born%20Under%20A%20Bad%20Sign/08%20Personal%20Manager.m4a
Laundromat Blues,03:21.466,Albert King,Born Under A Bad Sign,9,11,1967,Blues,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Albert%20King/Born%20Under%20A%20Bad%20Sign/09%20Laundromat%20Blues.m4a
As The Years Go Passing By,03:48.760,Albert King,Born Under A Bad Sign,10,11,1967,Blues,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Albert%20King/Born%20Under%20A%20Bad%20Sign/10%20As%20The%20Years%20Go%20Passing%20By.m4a
The Very Thought Of You,03:46.973,Albert King,Born Under A Bad Sign,11,11,1967,Blues,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Albert%20King/Born%20Under%20A%20Bad%20Sign/11%20The%20Very%20Thought%20Of%20You.m4a
Call It Stormy Monday,08:58,Albert King & Stevie Ray Vaughan,In Session (With Stevie Ray Vaughan) [Remastered],1,11,2009,Blues,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Albert%20King/In%20Session%20(With%20Stevie%20Ray%20Vaughan)%20%5BRemastered%5D/01%20Call%20It%20Stormy%20Monday.m4a
Old Times,01:15.680,Albert King & Stevie Ray Vaughan,In Session (With Stevie Ray Vaughan) [Remastered],2,11,2009,Blues,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Albert%20King/In%20Session%20(With%20Stevie%20Ray%20Vaughan)%20%5BRemastered%5D/02%20Old%20Times.m4a
Pride and Joy,05:57,Albert King & Stevie Ray Vaughan,In Session (With Stevie Ray Vaughan) [Remastered],3,11,2009,Blues,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Albert%20King/In%20Session%20(With%20Stevie%20Ray%20Vaughan)%20%5BRemastered%5D/03%20Pride%20and%20Joy.m4a
Ask Me No Questions,05:03.373,Albert King & Stevie Ray Vaughan,In Session (With Stevie Ray Vaughan) [Remastered],4,11,2009,Blues,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Albert%20King/In%20Session%20(With%20Stevie%20Ray%20Vaughan)%20%5BRemastered%5D/04%20Ask%20Me%20No%20Questions.m4a
Pep Talk,52.080,Albert King & Stevie Ray Vaughan,In Session (With Stevie Ray Vaughan) [Remastered],5,11,2009,Blues,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Albert%20King/In%20Session%20(With%20Stevie%20Ray%20Vaughan)%20%5BRemastered%5D/05%20Pep%20Talk.m4a
Blues At Sunrise,15:08.250,Albert King & Stevie Ray Vaughan,In Session (With Stevie Ray Vaughan) [Remastered],6,11,2009,Blues,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Albert%20King/In%20Session%20(With%20Stevie%20Ray%20Vaughan)%20%5BRemastered%5D/06%20Blues%20At%20Sunrise.m4a
Turn It Over,51.480,Albert King & Stevie Ray Vaughan,In Session (With Stevie Ray Vaughan) [Remastered],7,11,2009,Blues,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Albert%20King/In%20Session%20(With%20Stevie%20Ray%20Vaughan)%20%5BRemastered%5D/07%20Turn%20It%20Over.m4a
Overall Junction,08:20.500,Albert King & Stevie Ray Vaughan,In Session (With Stevie Ray Vaughan) [Remastered],8,11,2009,Blues,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Albert%20King/In%20Session%20(With%20Stevie%20Ray%20Vaughan)%20%5BRemastered%5D/08%20Overall%20Junction.m4a
Match Box Blues,07:38.750,Albert King & Stevie Ray Vaughan,In Session (With Stevie Ray Vaughan) [Remastered],9,11,2009,Blues,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Albert%20King/In%20Session%20(With%20Stevie%20Ray%20Vaughan)%20%5BRemastered%5D/09%20Match%20Box%20Blues.m4a
Who Is Stevie,43.746,Albert King & Stevie Ray Vaughan,In Session (With Stevie Ray Vaughan) [Remastered],10,11,2009,Blues,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Albert%20King/In%20Session%20(With%20Stevie%20Ray%20Vaughan)%20%5BRemastered%5D/10%20Who%20Is%20Stevie.m4a
Don't Lie to Me,08:55.750,Albert King & Stevie Ray Vaughan,In Session (With Stevie Ray Vaughan) [Remastered],11,11,2009,Blues,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Albert%20King/In%20Session%20(With%20Stevie%20Ray%20Vaughan)%20%5BRemastered%5D/11%20Don't%20Lie%20to%20Me.m4a
Them Bones,02:29.466,Alice In Chains,Dirt,1,13,1992,Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alice%20In%20Chains/Dirt/01%20Them%20Bones.m4a
Dam That River,03:09.360,Alice In Chains,Dirt,2,13,1992,Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alice%20In%20Chains/Dirt/02%20Dam%20That%20River.m4a
Rain When I Die,06:01.706,Alice In Chains,Dirt,3,13,1992,Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alice%20In%20Chains/Dirt/03%20Rain%20When%20I%20Die.m4a
Down In a Hole,05:38.226,Alice In Chains,Dirt,4,13,1992,Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alice%20In%20Chains/Dirt/04%20Down%20In%20a%20Hole.m4a
Sickman,05:29.400,Alice In Chains,Dirt,5,13,1992,Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alice%20In%20Chains/Dirt/05%20Sickman.m4a
Rooster,06:14.333,Alice In Chains,Dirt,6,13,1992,Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alice%20In%20Chains/Dirt/06%20Rooster.m4a
Junkhead,05:09.840,Alice In Chains,Dirt,7,13,1992,Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alice%20In%20Chains/Dirt/07%20Junkhead.m4a
Dirt,05:16.533,Alice In Chains,Dirt,8,13,1992,Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alice%20In%20Chains/Dirt/08%20Dirt.m4a
God Smack,03:50.733,Alice In Chains,Dirt,9,13,1992,Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alice%20In%20Chains/Dirt/09%20God%20Smack.m4a
Iron Man,43.493,Alice In Chains,Dirt,10,13,1992,Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alice%20In%20Chains/Dirt/10%20Iron%20Man.m4a
Hate to Feel,05:16.200,Alice In Chains,Dirt,11,13,1992,Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alice%20In%20Chains/Dirt/11%20Hate%20to%20Feel.m4a
Angry Chair,04:47.800,Alice In Chains,Dirt,12,13,1992,Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alice%20In%20Chains/Dirt/12%20Angry%20Chair.m4a
Would?,03:26.773,Alice In Chains,Dirt,13,13,1992,Rock,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alice%20In%20Chains/Dirt/13%20Would_.m4a
Whiskey Lullaby,04:19.561,Alison Krauss & Brad Paisley,A Hundred Miles or More - A Collection,11,16,2007,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss/A%20Hundred%20Miles%20or%20More%20-%20A%20Collection/11%20Whiskey%20Lullaby.m4a
Let Me Touch You for Awhile (Live),03:45.986,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,1,13,2002,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/1-01%20Let%20Me%20Touch%20You%20for%20Awhile%20(Live).m4a
Choctaw Hayride (Live),03:25.293,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,2,13,2002,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/1-02%20Choctaw%20Hayride%20(Live).m4a
The Lucky One (Live),03:40.960,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,3,13,2002,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/1-03%20The%20Lucky%20One%20(Live).m4a
"Baby, Now That I've Found You (Live)",05:02.960,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,4,13,2002,Country,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/1-04%20Baby,%20Now%20That%20I've%20Found%20You%20(Live).m4a"
Bright and Sunny South (Live),03:07.746,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,5,13,2002,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/1-05%20Bright%20and%20Sunny%20South%20(Live).m4a
Every Time You Say Goodbye (Live),03:04.893,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,6,13,2002,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/1-06%20Every%20Time%20You%20Say%20Goodbye%20(Live).m4a
Tiny Broken Heart (Live),03:08.400,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,7,13,2002,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/1-07%20Tiny%20Broken%20Heart%20(Live).m4a
Cluck Old Hen (Live),02:47.733,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,8,13,2002,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/1-08%20Cluck%20Old%20Hen%20(Live).m4a
Stay (Live),03:16.506,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,9,13,2002,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/1-09%20Stay%20(Live).m4a
Broadway (Live),03:57.466,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,10,13,2002,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/1-10%20Broadway%20(Live).m4a
Ghost in This House (Live),04:29.840,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,11,13,2002,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/1-11%20Ghost%20in%20This%20House%20(Live).m4a
Forget About It (Live),03:18.253,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,12,13,2002,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/1-12%20Forget%20About%20It%20(Live).m4a
Faraway Land (Live),03:21.240,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,13,13,2002,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/1-13%20Faraway%20Land%20(Live).m4a
A Tribute to Peador O'Donnell / Monkey Let the Hogs Out (Live),04:58.373,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,1,12,2002,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/2-01%20A%20Tribute%20to%20Peador%20O'Donnell%20_%20Monkey%20Let%20the%20Hogs%20Out%20(Live).m4a
The Boy Who Wouldn't Hoe Corn (Live),05:58.706,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,2,12,2002,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/2-02%20The%20Boy%20Who%20Wouldn't%20Hoe%20Corn%20(Live).m4a
Take Me for Longing (Live),02:47.453,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,3,12,2002,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/2-03%20Take%20Me%20for%20Longing%20(Live).m4a
I Am a Man of Constant Sorrow (Live),04:12.040,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,4,12,2002,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/2-04%20I%20Am%20a%20Man%20of%20Constant%20Sorrow%20(Live).m4a
Maybe (Live),04:25.813,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,5,12,2002,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/2-05%20Maybe%20(Live).m4a
We Hide & Seek (Live),05:41.053,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,6,12,2002,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/2-06%20We%20Hide%20&%20Seek%20(Live).m4a
But You Know I Love You (Live),03:39.826,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,7,12,2002,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/2-07%20But%20You%20Know%20I%20Love%20You%20(Live).m4a
When You Say Nothing at All (Live),04:21.840,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,8,12,2002,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/2-08%20When%20You%20Say%20Nothing%20at%20All%20(Live).m4a
New Favorite (Live),04:00.653,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,9,12,2002,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/2-09%20New%20Favorite%20(Live).m4a
"Oh, Atlanta (Live)",06:47.040,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,10,12,2002,Country,"file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/2-10%20Oh,%20Atlanta%20(Live).m4a"
Down to the River to Pray (Live),02:09.680,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,11,12,2002,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/2-11%20Down%20to%20the%20River%20to%20Pray%20(Live).m4a
There Is a Reason (Live),05:11.600,Alison Krauss & Union Station,Alison Krauss & Union Station: Live,12,12,2002,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Alison%20Krauss%20&%20Union%20Station_%20Live/2-12%20There%20Is%20a%20Reason%20(Live).m4a
Gravity,03:35.933,Alison Krauss & Union Station,Lonely Runs Both Ways,1,15,2004,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Lonely%20Runs%20Both%20Ways/01%20Gravity.m4a
Restless,02:51.080,Alison Krauss & Union Station,Lonely Runs Both Ways,2,15,2004,Country,file:///Users/tammyjamieson/Music/iTunes/iTunes%20Media/Music/Alison%20Krauss%20&%20Union%20Station/Lonely%20Runs%20Both%20Ways/02%20Restless.m4a
